1972 2 0 0 0 0 0 0 2 4 0 0 0 0 0 0
1972 3 0 0 0 0 0 0 7 9 0 0 0 0 0 0
1972 4 0 0 0 0 0 0 3 8 0 0 0 0 0 0
1972 5 0 0 0 0 0 0 8 5 0 0 0 0 0 0
1972 6 0 0 0 0 0 0 6 12 0 0 0 0 0 0
1972 7 0 0 0 0 0 0 5 5 0 0 0 0 0 0
1972 8 0 0 0 0 0 0 6 6 0 0 0 0 0 0
1972 9 0 0 0 0 0 0 1 4 0 0 0 0 0 0
1972 10 0 0 0 0 0 0 2 0 0 0 0 0 0 0
1972 11 0 0 0 0 0 0 2 1 0 0 0 0 0 0
1972 12 0 0 0 0 0 0 2 1 0 0 0 0 0 0
1972 13 0 0 0 0 0 0 0 5 0 0 0 0 0 0
1972 15 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1972 17 0 0 0 0 0 0 0 3 0 0 0 0 0 0
1972 18 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1972 19 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1972 20 0 0 0 0 0 0 3 0 0 0 0 0 0 0
1972 21 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1972 22 0 0 0 0 0 0 1 3 0 0 0 0 0 0
1972 23 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1972 48 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1972 49 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1972 50 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1972 55 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1973 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1973 2 0 0 0 0 0 0 3 4 0 0 0 0 0 0
1973 3 0 0 0 0 0 0 6 4 0 0 0 0 0 0
1973 4 0 0 0 0 0 0 8 4 0 0 0 0 0 0
1973 5 0 0 0 0 0 0 3 5 0 0 0 0 0 0
1973 6 0 0 0 0 0 0 9 5 0 0 0 0 0 0
1973 7 0 0 0 0 0 0 7 4 0 0 0 0 0 0
1973 8 0 0 0 0 0 0 3 5 0 0 0 0 0 0
1973 9 0 0 0 0 0 0 0 4 0 0 0 0 0 0
1973 10 0 0 0 0 0 0 0 3 0 0 0 0 0 0
1973 11 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1973 12 0 0 0 0 0 0 1 2 0 0 0 0 0 0
1973 13 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1973 14 0 0 0 0 0 0 1 3 0 0 0 0 0 0
1973 15 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1973 16 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1973 18 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1973 21 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1973 23 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1973 24 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1973 27 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1973 32 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1973 35 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1973 38 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1973 40 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1973 45 0 0 0 0 0 0 1 0 0 0 0 0 0 0
1973 46 0 0 0 0 0 0 1 1 0 0 0 0 0 0
1973 49 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1973 50 0 0 0 0 0 0 2 0 0 0 0 0 0 0
1973 51 0 0 0 0 0 0 0 1 0 0 0 0 0 0
